feature,index
rugby-match,27701
CC-NNS,710
much-better,13090
care-coming,24064
CC-NNP,5171
FN=proportions,9372
FN=lexington,3981
PN=zucchetto,12854
more-resources,10894
PN=telecom,346
km-away,357
of-a,13514
FN=father,9307
risen-rapidly,27368
–-the,2570
of-u,25453
hands-coming,24510
to-distinguish,24275
reasonable-regulation,25432
t-intended,3904
PV=isolated,1123
FN=motors,21844
death-penalty,3552
PV=collected,16310
PN=championships,17130
re-ready,16627
FN=study,9665
FN=employing,22692
a-sunni,11603
PV=saying,2495
1966-to,5750
this-enemy,24980
PV=translates,24746
advising-them,17515
more-reason,1376
paul-pointed,12122
some-examples,24008
an-exploded,18789
PN=clip,17962
the-russian,23255
PN=threats,777
s-familiar,20668
PN=alabama,9287
and-rescue,27690
an-infrastructure,10887
PV=compete,3470
local-university,6005
battle-rages,21784
still-way,12596
the-deadly,2760
---do,19392
PN=tourists,1829
"square-,",16683
continue-to,4964
FN=america,787
1982-.,8048
PV=***,6285
in-cuba,12816
me-to,5975
goals-are,3810
had-suffered,994
tornadoes-breaking,25552
knows-many,10317
.....-elsewhere,7121
least-got,16114
years-without,16327
PN=rugby,27700
PV=falling,6085
be-turned,11334
the-renaissance,22289
good-way,6190
wrong-choice,4799
FN=specifics,19457
PN=bonus,12206
his-jet,20544
"beaudoin-,",26552
him-say,9689
they-beam,16638
trump-’,8012
gov-.,7887
her-sagacity,6659
different-stories,26516
CD-POS,19559
everyone-agrees,8167
PV=burn,26411
the-votes,2851
similar-things,25430
PV=cuts,10501
a-stronger,15673
little-impact,583
shooting-up,19851
under-construction,6867
is-frustrated,15525
begin-by,5488
PN=programs,20549
of-90,9873
38--,3557
PN=highlight,14211
in-yuma,25570
PN=servers,14771
dr-.,6536
FN=alarm,26547
FN=customs,23409
manziel-about,7260
because-who,16826
s---,4796
"you-,""",6038
key-places,15911
and-gone,23185
NNS-WP,2307
PV=counts,15839
ll-look,15943
the-disappearance,20311
PV=buried,24102
the-best,8928
the-nearby,18710
"fallout-,",9394
FN=chekalin,18697
florida-reporting,17080
be-named,1316
paris-with,700
FN=fianc,15499
to-build,14083
possible-and,6663
handle-this,24331
pope-francis,12818
reckless-endangerment,16121
PV=borne,11340
this-federal,9138
PV=impressed,17146
was-interfering,19674
a-film,10572
large-portions,7072
PN=example,10699
of-cigarettes,1600
knocking-heads,25927
to-reach,22568
the-return,5705
collapsing-stars,18404
PV=reveal,2688
that-room,8753
the-losing,11633
water-that,25680
market-worldwide,17264
august-2014,13540
isis-back,26131
",-individuals",24657
the-argument,7253
pain-stays,20189
a-briefing,2998
spain-that,12344
that-turned,21419
PN=presidency,24635
want-anywhere,12662
PN=foil,8010
the-upcoming,10617
PN=rousey,17138
actually-straighten,22559
",-door",3984
re-voting,22868
PN=thank,4078
here-hovering,25256
have-arrested,26012
of-glasses,15353
the-legal,8807
FN=rhimes,14104
afghanistan-in,26417
d-run,21678
PN=author,45
their-36,6615
least-seven,16463
hulu-and,17793
proper-screening,22771
europe-alongside,26109
PV=jeopardizing,27108
his-belongings,2154
raise-rates,5623
PV=occur,20757
PV=stuck,5344
FN=chandra,18343
the-city,2112
you-don,12736
wore-layers,13893
and-teach,24393
a-woman,2133
that-speed,18808
millions-of,24120
PV=plotting,10849
where-there,13273
the-aquarium,27770
this-to,24642
protection-coming,681
borders-in,27806
PN=steals,21299
five-teams,21625
might-too,15375
of-smoke,18170
s-cooperating,19933
selling-fraudulent,17558
FN=witchcraft,1620
PN=enthusiasm,20072
PN=teaspoon,15245
PV=costco,15345
some-acknowledgment,27060
PV=opening,14110
in-1967,19153
sleep-for,15582
PN=deck,8343
1837-to,11033
s-hundreds,2685
downton-abbey,27620
a-north,26339
soon-you,3691
conservatives-.,3714
the-growing,2414
the-text,18218
we-put,23211
FN=qaeda,1879
a-special,15074
the-greatest,3827
FN=history,3887
PN=babies,18131
ask-questions,13984
PV=includes,18746
on-for,25773
sonia-sotomayor,21810
strangers-when,11155
of-business,20791
WRB-TO,10989
"eggs-,",17662
of-marau,27714
address-it,9147
--side,3859
snapchat-standing,7907
drug-over,23809
cleveland-protest,2402
FN=due,5247
PV=gonna,24965
my-hair,23441
the-idea,3137
pressure-from,10333
PN=inspections,11923
year-contract,18022
couch-pulled,21943
you-lose,20596
PN=flavor,15215
engulfing-homes,25561
PV=muttering,8199
chips-and,13673
a-president,2898
bill-out,2676
pittsburgh-validated,7226
PN=stop,14565
have-one,22670
begin-with,11854
]-far,5763
account-still,27117
FN=jury,18909
backed-down,22676
rewind-live,5728
to-hollande,26141
scarlet-letter,16022
PN=explosion,18773
fire-bases,19493
recent-years,2103
IN-PDT,12896
PN=?”,26680
PV=visiting,15288
and-energy,3480
15-years,22828
investigation-team,14494
almost-everything,19387
"connected-,",20120
"woman-,""",10575
PV=following,6548
for-relief,11822
a-star,8344
bureaucratic-infighting,24324
be-awake,15419
a-stay,25392
his-voters,24293
FN=lucent,12577
people-feel,12630
though-holdings,20322
channel-briefings,2750
FN=explosions,14962
the-attention,5862
PV=hollowed,22899
table-because,11595
be-known,17134
"claiming-,",8169
a-much,9959
friendly-match,23279
PN=auroras,18502
concern-here,19406
]-excited,5754
two-friends,27251
them-—,10212
PN=gambling,12606
PV=suffered,993
moving-to,26062
not-continue,8747
"infrared-,",18734
PV=feeling,21512
PN=spectators,14978
of-concerns,23361
s-happening,749
FN=lady,2958
FN=room,374
the-galaxies,18459
FN=roof,19150
PV=identified,6370
western-mississippi,24418
care-givers,13356
like-four,15581
the-fed,451
can-roll,24575
running-.,23756
the-few,8595
FN=about,20351
lineman-nneka,13945
conservative-commentator,27044
point-play,14231
ngc--,18305
criminal-trial,18878
going-public,14578
forever-and,12136
PN=board,3134
her-murder,27475
40th-anniversary,21266
being-shut,23367
they-said,13508
these-thousands,2476
PN=princess,26861
PN=optimist,21401
making-silly,18114
PN=optimism,11824
FN=letters,1491
clearly-hers,4274
vince-is,20697
london-not,770
closest-partner,25471
putt-putts,9101
PN=kurds,24228
paris-was,23047
princess-diana,26863
the-button,21675
making-news,21177
WP-TO,15588
cash-as,11962
he-feels,4632
win-some,7319
baltimore-was,4099
those-up,17184
iac-will,21601
laura-dern,4044
PV=cutting,15761
comparable-disputes,26392
fannie-mae,26586
april-13,18076
caused-couch,21952
his-creations,10611
facebook-on,10721
he-used,27495
to-shell,9438
:-what,20000
political-journalism,17108
FN=pressure,7756
a-barista,10647
PN=clues,6439
s-restaurant,2129
that-city,2408
inequality-right,22967
PN=events,129
WRB-IN,4107
kill-people,1065
covered-combat,1570
FN=diagnosis,20167
PN=tech,17807
PV=invented,14089
here-they,26192
for-trump,5456
"control-,",22099
to-get,3056
and-offered,5881
FN=guest,14451
again-appeared,2434
"money-,",11982
FN=trail,2730
an-arms,8786
FN=singapore,27711
PV=sneak,24788
record-spikes,17930
kurdish-allies,10873
",-UH",1950
government-headquarters,13612
then-arranged,5982
be-stacked,18307
the-pastor,19857
young-people,20002
said-back,6055
afghanistan-any,5214
PN=jumping,14459
iranian-side,9024
FN=forgotten,19187
turtles-carry,17660
car-argument,7243
the-last,491
karl-talked,22539
FN=group,7110
works-perfectly,10510
every-family,21992
PN=indication,24444
a-haven,17589
be-guided,22229
after-democracies,24312
our-houses,25982
to-their,25535
himself-today,14040
rocca-.,17202
PV=smoking,26307
the-operations,14333
PN=champagne,27679
and-everybody,26060
painful-sex,22019
PN=conversations,1450
FN=panel,17828
syria-iraq,20599
"yes-,”",14116
FN=emails,2709
any-nation,16771
PN=fighting,3979
past-week,11695
many-variables,26177
a-split,27810
having-lost,22273
PN=surf,27648
PN=malice,16237
defined-as,25306
FN=sight,27459
do-happen,9478
PN=outsider,27329
some-criticism,10896
FN=martha,4074
clinton-',14860
these-soft,17720
PV=rescue,4611
they-showed,13548
"clinton-,",4243
the-compassion,23314
PN=traditions,23170
military-actions,6805
PV=sound,8924
"clarke-,",16552
out-more,19105
NN-WP,4580
so-fast,4440
attacks-including,11237
least-eight,8478
even-more,5515
PN=video,1759
the-clintons,14399
say-very,9567
FN=herbalife,14289
anything-like,26055
could-hack,27348
ugly-like,23469
people-rent,7346
PN=shower,18473
feel-your,364
VBP-WRB,4550
nuclear-infrastructure,19448
PN=games,14257
football-team,23917
PN=witnesses,8445
them---,13998
these-bases,19377
FN=opposite,17376
target-range,5635
he-served,28
PV=unfolded,16494
PN=filament,18330
FN=buying,7548
clinton-props,5357
PN=documentary,9271
had-called,1440
from-all,15264
us-.”,13747
FN=negotiation,25405
other-artifacts,2464
hot---,16407
of-aachen,23354
IN-IN,3113
PN=priest,1462
):-lynch,24239
who-lives,5850
drill-down,12532
FN=voicemail,16369
"forget-,",4590
las-vegas,18959
have-problem,9929
s-plane,19595
the-dark,12386
sonny-be,15770
her-trial,20680
put-him,7996
PV=stoke,26440
PV=trained,921
PN=instance,22225
FN=move,5198
the-arguments,3761
of-court,25146
PV=applaud,3751
PV=older,8627
re-young,17371
in-collaboration,14857
FN=howler,25787
s-talking,3485
good-morning,19821
PV=training,4925
"medicine-,",12116
FN=girls,1245
"john-"",",13539
PN=diana,26862
FN=journey,14107
good-reason,4174
PV=inspired,5604
the-senator,21329
there-like,25302
domestic-surveillance,3024
what-paid,23217
kate-said,20200
"""-flashmob",13462
):-what,25025
embodying-a,23565
symbolic-victory,13696
PV=caught,8705
thought-that,25460
PN=public,4066
a-surgery,9951
i-count,6641
macaulay-culkin,10693
washington-thank,339
themselves-on,25851
her-.,4717
"her-,",5765
FN=catherine,27656
"saw-,",12111
just-bit,20904
my-distance,23712
:-being,2944
continue-unabated,12745
display-at,4014
"mine-,",12428
mine-.,15362
on-display,4016
PN=kick,11809
you-kind,3212
get-ready,6130
will-down,4561
simple-woman,25058
PN=venue,13788
PRP-WDT,6151
late-tomorrow,11998
FN=ambulance,19677
all-struck,24148
FN=behalf,4700
the-rhetoric,24243
lot-more,16892
.-troops,5064
go-home,9751
the-universoul,21073
require-payment,14907
"options-,",1203
do-that,9047
was-briefed,8289
it-so,9615
war-we,1836
PN=abc,1548
saying-it,13939
FN=hiv,24613
FN=hit,8076
who-dictated,27007
FN=hip,22278
",-he",27004
handed-over,11281
said-.,14519
"said-,",7026
PN=armies,10793
ask-people,4878
of-nowhere,1454
FN=colleagues,3627
he-took,4343
PN=hesitation,10541
s-not,3415
a-weekly,16313
FN=daring,4182
years-out,9874
some-cases,753
scrambling-again,7170
FN=opposition,12179
live-here,21201
between-now,4794
so-little,19135
the-pine,8124
a-storm,18613
3-months,27675
FN=third,23054
VBG-MD,22078
was-unable,8703
a-story,1660
this-was,25703
this-war,16497
for-protection,13898
PN=miserable,17362
you-function,15436
which-our,19224
PV=judged,11909
CC-PRP$,26986
medical-units,22947
my-license,21570
RP-RBR,19106
here-at,20482
PN=statement,4990
FN=era,4164
half-staff,16487
FN=orders,19707
the-telegram,20357
the-ten,14266
FN=iran,3109
FN=iraq,1346
the-highest,282
beth-israel,6480
PN=cards,17513
turned-away,14543
odds-with,9330
to-find,8690
sight-.,27460
a-jesuitical,1501
the-details,22679
to-stealing,14550
PV=peer,26265
the-receiving,13530
moderate-side,3257
"map-,",2577
PV=north,26874
american-companies,9369
FN=shortstop,21290
FN=level,13959
s-somebody,15061
to-tool,25071
real-hurt,22685
adoption-and,5844
PN=compensation,13994
PV=misguided,3370
at-cleveland,2260
PN=seizure,17438
be-funded,25426
",-“",8203
holy-city,19823
",-‘",14135
",-but",2620
is-starting,21235
it-down,25564
a-pennsylvania,7258
a-bullet,11185
meager-incomes,21042
FN=jackson,10682
IN-RB,1455
IN-RP,12423
FN=burning,21548
three-years,9985
criminals-are,11346
diabetes-rose,15185
fear-and,1887
PN=links,23304
PV=squeezed,20368
campaign-going,13272
the-bank,5708
PN=phones,14440
the-band,17851
the-procedure,27234
three-men,13816
the-infamous,25957
cabinet-looks,23766
elevator-operator,8145
PV=jumps,27518
france-in,113
roundtable-joined,5243
been-used,22846
PN=energy,3479
PV=airstrike,4973
been-listed,7570
s-podium,7916
also-plans,7051
PN=see,8893
the-iowa,21743
he-come,27405
PN=ses,352
PN=set,8699
terrorism-.,24347
terrorism--,6841
PN=sex,22018
PN=jump,22330
FN=pitch,14973
that-now,19356
PV=tap,25078
re-going,1803
FN=deep,18188
"place-,",11598
"woman-,",10573
allegedly-turned,20789
that-non,4848
corporate--,22898
isil-in,10953
"little-,",6639
DT-VB,6209
airlines-such,14940
FN=football,7600
the-specifications,3840
dated-lyman,16376
emergency-here,13482
FN=witnesses,19717
before-falling,14410
FN=candlelight,15611
PN=faints,27763
picking-them,13628
better-fit,5409
be-supported,22945
that-she,17409
ll-reminisce,23450
wannabe-jihadis,20733
PN=lights,18495
whole-story,5897
those-dreams,25055
energy-surge,24757
"fact-,",988
kalashnikovs-discovered,16466
PN=sunday,732
PN=trigger,17277
a-family,19865
mario-draghi,12141
advance-of,7776
questioning-both,21987
more-raids,5142
in-spring,1111
to-us,19236
honor-of,8021
asked-not,1315
FN=settlement,21014
PN=hand,1208
PV=shaping,19648
santa-that,20318
FN=adviser,6268
",-good",19638
the-flag,9760
keep-cashing,7537
PN=portions,7071
FN=mattel,16130
"minneapolis-,",8491
held-there,10006
PN=standard,4251
your-eye,16606
taken-away,955
FN=matter,5212
PN=symptoms,24821
top-10,23780
IN-NNPS,3042
were-apparently,25665
the-ukraine,17041
best-we,2401
:-manna,14561
their-feet,9997
PN=gunshots,16477
bit-more,5437
PN=rationale,16928
PV=investigated,8147
a-popular,14396
the-update,14763
that-response,14881
lobbying-campaign,7054
china-and,20323
FN=rocca,17201
PV=crushed,20812
daily-telegraph,10729
purchase-coverage,24571
texting-them,13507
to-rest,22176
it-but,15114
FN=drones,2867
PV=left,1265
the-people,2146
FN=francis,12817
shares-responsibility,647
columbia-university,76
FN=agent,21710
one-flew,6197
a-year,1307
only-weeks,23089
the-discussion,26073
PV=comes,691
opium-.,5090
been-successful,7048
two-stories,14413
sweet-put,15211
PV=bolster,24231
FN=sentiments,11712
it-needs,9734
PN=sinai,15439
libya-precisely,10968
remain-a,10326
arlington-national,4090
marcus-luttrell,21848
its-products,14353
just-weeks,26932
their-lives,12635
PN=permission,5924
respect-.,3474
FN=forces,18428
PN=chance,4588
FN=struggle,8428
i-say,19489
insane-statements,19517
that-concert,16070
FN=french,15846
risk-”,15723
PN=ve,3667
chance-this,20608
PV=stunned,22363
common-ground,12016
martha-raddatz,3924
of-heart,3730
some-notable,20685
people-with,12666
:-earlier,8935
one-republic,23439
FN=lesley,21147
the-places,25303
FN=procedure,27233
FN=probe,18433
nearly-$,20806
have-turned,12844
these-crashes,3873
PV=arrives,12899
FN=legislation,6962
shine-a,1605
least-in,5461
PV=attempting,2856
call-it,19126
private-mall,20419
we-struck,1810
they-don,21450
PN=cia,6786
has-emerged,20729
make-them,5930
revolutionary-war,3952
PN=home,93
PN=perpetrators,16319
it-sounds,12691
democrats-now,5240
PN=disappointments,21393
an-imaginary,13732
FN=superhero,15025
PV=disapproving,7031
FN=bottom,5295
moving-any,19435
the-muslims,12502
been-briefed,14711
up-efforts,16663
also-want,3811
is-remembered,8257
FN=tables,20536
the-criminal,24913
...-because,8666
FN=andromeda,18456
a-journey,14108
PV=nailed,21188
the-animal,21085
FN=instructions,7962
watch-the,7944
image-captured,17834
voters-to,9581
her-daughter,6258
the-subway,2028
FN=holiday,15676
the-bloody,18931
the-ongoing,23308
photography-curated,21692
investigation-after,25490
PN=representation,18858
):-by,2853
that-as,20060
that-at,16115
PV=flowed,26669
special-training,13616
'-o,21877
PN=workout,24743
'-m,3148
money-they,2517
for-tinder,14086
'-d,12595
PN=environment,7800
PN=operatives,7774
puts-him,2884
FN=experience,634
'-s,1948
recent-death,2131
'-t,1993
PRP-CD,5806
july-.,11211
PRP-CC,2311
are-located,18741
respect-to,17214
so-many,2732
PN=gunshot,8459
controversy-.,14349
the-gender,20889
dylann-roof,19906
to-those,11606
road-game,25528
a-gender,21033
and-homeland,19322
